Prefecture,City,amount_2008,amount_2009,amount_2010,amount_2011,amount_2012,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_2018,amount_2019,number_2008,number_2009,number_2010,number_2011,number_2012,number_2013,number_2014,number_2015,number_2016,number_2017,number_2018,number_2019
埼玉県,宮代町,437,859,1686,2504,2253,24707,47893,117661,113306,98539,68435,65506,23,55,138,312,235,2239,4461,9765,6656,6970,6116,4301
埼玉県,杉戸町,0,7877,55,73,80,170,330,420,340,623,2086,26110,0,1,2,2,4,15,18,12,12,24,137,776
埼玉県,松伏町,0,0,0,0,0,0,0,3520,1980,1370,1105,865,0,0,0,0,0,0,0,167,86,66,48,42
千葉県,千葉県,243,1856,7666,1250,10103,7158,1661,2857,100880,503,2199,147120,45,369,1102,44,4,36,45,24,16,4,7,7063
千葉県,千葉市,0,19069,117089,36709,9146,22007,36157,37709,471560,34456,19865,273853,0,49,1101,434,181,221,241,354,449,500,408,1227
千葉県,銚子市,782,1909,946,1828,1490,3554,13465,124851,135380,125641,182184,284874,17,21,15,23,25,65,444,4173,4398,4451,8371,14296
千葉県,市川市,4922,5240,3315,4325,3192,8283,45104,68167,138219,58118,54088,40865,17,307,10,14,15,655,3955,6155,3538,1392,1085,688
千葉県,船橋市,1415,55,1630,253,2330,163,14656,29846,157967,133023,132162,296772,48,2,47,4,29,5,1120,1893,11888,8715,8136,16177
千葉県,館山市,2041,4751,1376,8222,16944,18555,5478,29970,66696,119360,241351,2426031,32,41,51,68,64,92,164,787,2565,3319,8559,19697
千葉県,木更津市,107099,2118,28685,2935,1922,14402,5717,16081,23980,29225,86281,181368,15,13,7,8,6,7,9,952,1092,1633,3606,6378
千葉県,松戸市,8508,29180,3856,22555,35499,11280,2281,18599,24153,13458,129625,38769,43,67,34,17,34,31,22,24,408,530,1118,1641
千葉県,野田市,1451,2456,2697,207,4101,1830,1791,27680,14877,14061,16570,74428,10,9,7,3,5,17,51,1158,530,939,959,2769
千葉県,茂原市,919,10804,5366,24295,3274,6372,1296,2252,13722,34286,51868,91395,9,16,12,10,15,15,25,63,476,955,1587,2462
千葉県,成田市,0,0,0,0,0,20,1310,1425,14735,18005,38066,88863,0,0,0,0,0,2,32,23,517,634,1372,2959
千葉県,佐倉市,0,1180,742,2766,10664,2387,20944,12321,17967,197474,47221,50594,0,5,8,5,6,5,35,659,1136,1235,1036,1691
千葉県,東金市,420,182,40,30,30,0,70,2450,3305,9615,13795,30482,2,3,2,1,1,0,4,60,85,523,657,1109
千葉県,旭市,3335,1317,730,1854,490,938,7343,1333,12164,15664,46849,61197,4,5,5,27,23,33,18,51,374,894,1749,2229
千葉県,習志野市,146,2760,985,3987,940,3807,1354,4376,1251,3481,17146,4407,10,107,16,55,13,10,17,28,26,288,372,369
千葉県,柏市,1158,815,486,426,467,36942,15362,11983,13663,67974,115335,154450,5,4,8,6,7,177,117,165,136,1584,3010,4192
千葉県,勝浦市,1138,782,1326,3521,2739,3228,582,155772,2973339,542223,568467,1127204,10,6,12,18,19,23,13,9724,39344,40910,46578,97972
千葉県,市原市,0,0,5,50,45,1525,1645,10941,124160,149932,150098,330073,0,0,1,2,3,13,7,712,8237,9547,7653,14372
千葉県,流山市,58854,6903,6550,51676,170997,91492,29845,20637,11351,75449,88342,58483,36,37,35,23,38,30,55,643,437,2109,2564,1727
千葉県,八千代市,120,275,60,110,90,280,280,770,18570,28670,21070,76574,6,3,2,2,5,13,10,8,1445,2056,1236,4079
千葉県,我孫子市,0,3080,99,113,582,228,3531,10081,8472,7405,12729,29066,0,2,5,4,8,7,23,310,421,462,582,909
千葉県,鴨川市,1975,2345,2801,4511,3962,2614,2790,35226,168023,226954,160072,401314,40,76,87,73,99,107,113,296,2120,2463,2318,11426
千葉県,鎌ケ谷市,300,460,52296,12363,1200,645,21052,360,941,6142,5332,6788,1,7,6,3,3,5,10,6,31,467,445,582
千葉県,君津市,120,510,345,0,12147,0,210,5448,11150,31528,103529,610144,2,3,4,0,5,0,3,184,600,1908,7149,50160
千葉県,富津市,330,1062,1300,100,1215,50,10512,27608,264711,353667,365594,472161,2,2,2,1,3,1,25,950,16784,20444,18125,25583
千葉県,浦安市,280,729,7730,38330,16326,5202,1977,1830,5537,1244,1332,30941,2,8,225,567,13,11,10,7,8,5,7,510
千葉県,四街道市,30,5,0,0,10,0,0,1590,1510,5644,7493,10407,1,1,0,0,1,0,0,3,75,220,411,463
千葉県,袖ケ浦市,30,0,0,0,0,0,60,20676,35555,41465,35515,47358,1,0,0,0,0,0,2,1408,2779,3576,3322,3940
千葉県,八街市,13147,1124,1478,220,210,3849,4683,7625,12838,32343,46865,81214,7,6,6,3,5,99,262,543,1198,2686,3492,5236
千葉県,印西市,1380,120,1260,260,110,70,90,980,1025,2037,1727,25353,6,3,6,3,3,2,3,73,58,50,116,742
千葉県,白井市,0,0,0,0,10,4200,6443,13986,7447,19284,25797,61920,0,0,0,0,2,6,11,577,329,797,1644,3480
千葉県,富里市,500,153,126,270,540,585,1188,2547,1271,5177,6721,12339,1,7,13,16,18,37,45,72,91,396,368,591
千葉県,南房総市,1836,1201,1458,547,1187,1303,2002,146934,156324,293946,400308,711080,12,19,24,16,17,22,45,7098,5735,12160,19098,43517
千葉県,匝瑳市,0,176,117,220,740,215,785,10266,21249,39159,23599,42292,0,10,20,21,22,22,89,1179,2923,5772,2381,5969
千葉県,香取市,3430,2490,1005,4720,3275,4720,5240,10477,5637,53313,82747,122161,12,14,14,26,17,16,29,79,82,3968,5773,9428
千葉県,山武市,300,136,142,158,1244,1330,2058,5472,6342,17618,10741,23418,2,2,3,3,5,16,62,297,394,1418,619,1193
千葉県,いすみ市,260,5005,1505,1805,8012,6665,6604,136539,96141,102345,105778,330803,2,2,5,5,14,8,176,6196,4091,4808,4555,21160
千葉県,大網白里市,410,346,460,599,1670,1632,14575,53484,24274,22435,18635,24138,3,3,4,7,8,33,125,1627,621,641,533,928
千葉県,酒々井町,0,0,0,0,0,0,0,200,277,13164,17944,17679,0,0,0,0,0,0,0,12,16,1077,1396,1395
千葉県,栄町,1570,244,701,500,1207,1811,2777,13725,50153,70034,64603,71234,34,6,18,12,56,81,148,516,3501,5136,4360,4925
千葉県,神崎町,0,75,0,0,160,110,40,3259,5025,5355,4711,4467,0,2,0,0,4,1,1,158,252,233,217,206
千葉県,多古町,430,0,0,30,0,3400,805,4902,90158,146152,57302,146405,2,0,0,1,0,3,15,191,7511,12868,3879,12109
千葉県,東庄町,30,2430,5440,1492,1100,1545,785,2360,1578,2085,1723,4642,2,3,9,6,5,7,16,38,105,97,53,270
千葉県,九十九里町,0,1057,50,45,0,50,159,830,2800,3750,9050,49991,0,11,1,4,0,1,8,26,228,300,593,1691
千葉県,芝山町,0,200,0,0,500,50,0,20,178085,582569,28531,20392,0,1,0,0,1,1,0,1,7737,13640,2629,2474
千葉県,横芝光町,65,131,137,180,170,3220,1160,6290,34430,28730,46280,82524,2,4,8,7,6,10,46,215,2610,2588,3579,5161
千葉県,一宮町,6270,2905,43600,2375,2780,1928,3387,22856,76122,101073,115869,109788,9,25,36,58,82,123,154,1788,3906,3967,2915,2035
千葉県,睦沢町,70,3000,1000,1300,1300,300,29516,96021,71704,172697,9265,7710,2,2,1,2,2,1,2636,6500,4197,2549,632,251
千葉県,長生村,0,60,50,83,105,30,140,1230,119017,354363,626447,792500,0,3,1,3,2,1,4,31,10502,27950,45938,47525
千葉県,白子町,0,0,8135,2989,3035,4064,5400,4277,13756,59961,150790,225698,0,0,64,52,53,62,85,82,843,4354,9320,14683
千葉県,長柄町,70,30,50,320,100,140,513,733,62704,58330,16738,14127,3,1,1,7,1,3,18,39,2604,1988,740,1112
千葉県,長南町,180,300,150,1000,5,270,1251,8167,41365,43102,12794,14345,3,5,2,1,1,2,22,228,880,954,272,566
千葉県,大多喜町,420,195,750,1370,290,552,50554,1855206,404014,152424,168222,129166,5,5,9,6,5,10,1838,16691,6743,3715,3118,2039
千葉県,御宿町,595,1084,220,30,70,0,2709,65071,88296,108994,97271,47961,19,7,4,1,1,0,21,3617,4966,6979,5279,1642
千葉県,鋸南町,370,1913,1185,1903,581,3040,5148,10503,12973,10781,16532,55468,6,28,19,31,19,28,155,856,742,521,851,2604
東京都,東京都,165,60,50,180,50,0,127,230,60,50,0,21687,3,2,1,3,1,0,5,3,2,1,0,77
東京都,千代田区,17660,12410,5031,7316,7124,9085,3100,12617,3397,4323,3488,8439,6,4,15,9,7,6,2,18,14,14,16,15
東京都,中央区,299,25,24,33,107,54,69,105580,102,68160,53396,66471,11,4,9,10,17,9,12,16,14,203,282,319
東京都,港区,650,300,255,100,103,100,415,230,130,2590,3497,3655,3,1,2,1,2,1,3,4,3,7,39,61
東京都,新宿区,11294,7157,3064,23241,2249,30593,23708,15367,25937,18823,4112,4530,14,16,4,18,20,679,298,436,565,312,110,101
東京都,文京区,118413,128469,118488,133523,153901,109080,106978,6214,2931,87380,96751,149732,0,0,0,0,0,0,0,51,69,2379,1027,1308
東京都,台東区,8415,12906,9500,1500,9500,11942,12735,5405,502,4527,5420,2160,8,7,4,2,5,5,13,7,2,5,9,6
東京都,墨田区,1112,490,1251,2436,2455,7164,74180,170006,233098,379516,313801,421054,4,16,10,14,57,31,424,3073,3762,4447,2953,5722
東京都,江東区,2300,2315,5280,1500,1585,500,616,20235,20002,10380,12163,12800,4,8,8,2,4,1,5,5,23,9,45,25
東京都,品川区,4860,77735,1522458,6073,2186,12856,11273,112471,11055,1160,9710,11043,16,49,31,34,34,21,24,40,41,31,255,307
東京都,目黒区,26934,16475,119617,57890,34836,34950,8424,2297,3459,99507,64110,55367,13,19,20,28,25,45,87,127,95,324,835,823
東京都,大田区,26724,13238,32121,104168,47209,22775,84537,315,16719,10017,23550,130892,0,0,0,0,0,0,0,7,14,12,356,322
東京都,世田谷区,5386,4615,130318,5943,7496,2168,1234,15806,24710,50644,83353,88244,27,19,20,20,29,32,29,43,211,823,2185,1387
東京都,渋谷区,63440,56045,55545,60954,49232,95315,80837,61038,1232,598786,1514,14834,14,15,16,14,18,27,29,16,9,14,15,8
東京都,中野区,18,61604,43972,2816,11330,45358,5662,2027,22215,24170,27705,10889,3,17,15,15,11,15,67,64,1048,1256,1342,337
東京都,杉並区,328712,48435,10868,4724,174389,19563,9253,43500,8359,52651,16145,51776,29,76,20,18,36,169,428,803,785,1433,1970,1876
東京都,豊島区,0,0,0,0,1061,371,42,120,37,3248,109851,93569,0,0,0,0,30,23,7,9,7,84,520,680
東京都,北区,4299,1605,21863,4798,9196,9031,4235,5600,5705,2262,2326,1685,6,3,7,70,75,70,77,64,50,54,43,34
東京都,荒川区,14245,9801,25581,18010,311934,11142,7235,103060,7981,1424,2701,13682,0,0,0,0,0,0,0,114,50,334,277,243
東京都,板橋区,7022,25774,1615,915,1559,891,847,5709,12295,4170,6857,9476,19,29,17,16,23,29,28,30,41,29,23,338
東京都,練馬区,42086,3474,45352,12481,36478,3892,4275,26822,23268,67270,142126,52382,18,88,21,15,20,11,20,27,23,28,31,87
東京都,足立区,0,103299,16453,49446,60913,19637,23869,29019,21404,14116,11105,8797,0,247,365,103,187,207,110,142,50,54,52,75
東京都,葛飾区,10,25,16013,1910,154678,4178,15665,20049,6803,52777,85050,41701,1,2,5,4,8,11,27,30,22,21,396,574
東京都,江戸川区,16084,14769,68368,35279,58401,34572,80409,47988,78810,33794,35815,67262,86,106,71,49,52,43,49,43,45,25,34,36
東京都,八王子市,15,192,500,226,340,186,655,3342,6933,8320,19233,103817,2,9,6,5,7,4,8,77,270,332,819,3101
東京都,立川市,2862,2554,3580,1540,1735,100,542,8909,7746,5577,13563,7915,6,7,5,3,8,1,7,385,314,180,333,280
東京都,武蔵野市,1000,1000,0,0,0,0,0,0,2842,1367,10357,22407,1,1,0,0,0,0,0,0,11,10,9,409
東京都,三鷹市,2041,3600,213222,4677,6300,429789,24667,3838,3674,19169,10839,13287,21,31,28,19,29,162,35,34,6,144,61,38
東京都,青梅市,0,112,3,80,6570,12080,2140,20331,25766,31816,31977,34273,0,6,1,2,6,5,7,557,814,801,835,856
東京都,府中市,661949,577664,502234,443577,429591,375695,399629,5646,4690,12572,28628,233866,29,42,43,47,59,59,39,15,140,367,1204,10384
東京都,昭島市,920,1750,855,955,415,485,1295,100150,1040,8835,5065,79656,8,9,7,7,5,7,5,2,82,229,316,731
東京都,調布市,23549,16695,3657,162753,93458,7818,25753,546,22962,100465,230233,52925,33,39,24,30,32,32,41,9,15,18,365,69
東京都,町田市,6492,5395,5391,5100,18186,9666,6764,92585,42732,154957,60687,59596,7,12,6,3,7,11,14,539,732,692,907,916
東京都,小金井市,5144,242,1368,165,6046,18474,763,5457,693,530,12658,27954,18,18,22,15,10,8,10,9,11,13,671,1664
東京都,小平市,0,1340,11658,365,1365,425,597,1795,852,1128,3161,3221,0,13,8,3,4,5,6,9,9,31,187,91
東京都,日野市,155,55,155,155,155,155,162,220,22900,5270,7483,17988,2,1,2,2,2,2,3,4,890,398,640,1432
東京都,東村山市,2521,46,5440,0,700,5,60,631,5655,5025,5600,5060,12,3,5,0,1,1,3,4,165,227,266,219
東京都,国分寺市,700,385,2315,13147,1237,1455,1147,29372,14647,48843,25416,29043,7,19,10,13,57,13,16,367,213,686,446,523
東京都,国立市,37,0,0,2040,20,5430,52800,33764,86490,96419,74602,89576,1,0,0,4,2,222,1729,1174,1061,916,749,1330
東京都,福生市,281,749,2897,1256,7165,12537,2926,2249,3153,1727,3488,1111,5,17,14,29,35,44,46,18,17,21,33,13
東京都,狛江市,0,1011,145,1810,10955,1679,1587,7912,26543,2317,1835,22390,0,25,6,5,7,11,13,35,927,76,76,130
東京都,東大和市,3210,192,570,10454,10,62,10200,130,2839,4487,9170,20868,4,6,5,7,1,3,3,4,128,140,207,297
東京都,清瀬市,1030,281,5003,10,1145,500,1586,1181,3031,4976,15098,102144,2,13,2,2,5,2,9,101,232,220,166,102
東京都,東久留米市,300,1000,605,10,534,34,33,50,630,461,190,795,1,1,3,1,3,2,2,4,9,7,9,7
東京都,武蔵村山市,900,310,12820,1404,1903,1450,2078,3269,8163,5440,7644,14200,15,4,11,11,7,6,21,25,227,143,133,184
東京都,多摩市,1076,356,286,182,110,1100,2393,10569,12390,12055,64453,14762,5,10,7,6,2,3,28,147,197,274,286,291
東京都,稲城市,1000,1105,30,30,80,30,6141,1220,2080,6875,7942,6220,1,6,1,1,2,1,4,79,106,308,317,261
東京都,羽村市,1808,75,1000,13,130,1265,1000,3134,1254,664,3472,2097,4,3,1,2,2,5,5,11,10,8,143,11
東京都,あきる野市,25,1121,64,15130,157,105,6667,10875,15796,16777,20578,27320,1,7,7,3,6,4,194,334,573,648,705,1133
東京都,西東京市,24725,431,2020,453,4254,262,7058,15411,3217,1443,1930,2181,1,9,8,5,9,5,10,11,56,77,67,106
東京都,瑞穂町,500,870,311,2876,702,1488,1470,0,1900,400,80,100,6,9,8,11,13,9,7,0,3,1,4,1
東京都,日の出町,132,0,1450,0,0,1505,0,0,120,80,40,677,3,0,4,0,0,3,0,0,5,5,3,8
東京都,檜原村,493,1052,978,747,1003,1039,1771,3011,2210,2745,2141,2775,9,27,28,26,30,47,108,105,86,79,64,60
東京都,奥多摩町,0,0,10,10,0,155,397,430,350,670,805,2095,0,0,1,1,0,22,44,39,28,31,32,53
東京都,大島町,0,200,300,50,0,10331,2735,5646,2840,2600,2685,3345,0,2,3,1,0,75,25,14,24,19,18,47
東京都,利島村,0,0,0,200,200,250,0,320,275,250,715,764,0,0,0,1,1,1,1,3,4,1,55,65
東京都,新島村,3600,3200,2800,705,550,850,250,350,295,310,250,10310,3,2,4,3,2,3,2,2,4,4,2,3
東京都,神津島村,320,160,110,110,90,120,470,785,1070,2800,2420,4723,6,3,3,3,2,5,7,16,20,53,50,204
東京都,三宅村,300,322,2650,60,2060,150,650,870,825,710,3301,1701,1,2,6,2,3,2,10,10,11,9,14,10
東京都,御蔵島村,0,0,0,0,0,0,0,55,0,40,15,0,0,0,0,0,0,0,0,2,0,2,2,0
東京都,八丈町,290,222,158,122,310,502,1101,53205,1745,103220,103009,104190,6,5,5,3,6,7,12,25,54,83,82,108
東京都,青ヶ島村,0,0,0,0,0,0,0,5,36,41,70,18,0,0,0,0,0,0,0,1,1,2,3,8
東京都,小笠原村,0,0,0,0,3910,510,527,3926,840,3629,1885,1076,0,0,0,0,22,13,24,38,26,25,42,61
神奈川県,神奈川県,0,0,0,0,29326,63257,53095,43451,78947,114311,116095,90682,0,0,0,0,155,1781,759,1568,2303,1930,1406,1906
神奈川県,横浜市,15304,85735,19514,91514,86639,34325,50216,345601,83209,150335,216729,91296,296,301,332,352,642,650,672,692,815,1210,1376,1488
神奈川県,川崎市,4818,55519,22091,24896,5238,14508,224270,59703,19652,50811,204780,373292,29,71,19,34,35,25,73,134,144,177,279,1622
神奈川県,相模原市,3424,17711,3231,1176,35968,3745,2770,6610,95680,223750,44475,153099,22,35,24,22,63,59,40,42,1428,2170,1846,3128
神奈川県,横須賀市,89,165,150,182,100,1500,1436,30875,47526,48933,52813,57678,2,3,4,3,2,2,10,2153,1409,1156,1509,1593
神奈川県,平塚市,25471,30110,19867,15033,344,8485,1097,5585,600,21001,23230,40620,6,3,5,5,8,12,13,13,12,1091,969,1764
神奈川県,鎌倉市,3680,93306,100191,10185,9589,10642,2382,123330,175016,260443,424391,747479,16,64,16,49,53,131,98,3175,3923,5689,8588,14949
神奈川県,藤沢市,33037,84985,41747,73179,11327,13095,398585,12339,15947,84114,63978,105057,202,205,218,174,176,174,181,112,19,1465,3595,5019
神奈川県,小田原市,160,370,285,365,70,160,70,181382,1752403,764218,342125,383527,3,6,4,3,2,3,4,4861,19816,11995,8752,11864
神奈川県,茅ヶ崎市,757,1973,146,5204,10524,20567,21063,36067,35062,80503,52266,56244,27,44,12,11,16,22,21,1627,1173,1469,1292,1106
神奈川県,逗子市,13100,1182,381,240,677,380,280,8030,63372,69969,76580,131635,3,4,5,2,4,3,5,10,1654,1801,1892,3323
神奈川県,三浦市,646,400,1102,1310,17314,65858,160174,147522,83236,179136,204703,628841,6,3,8,12,789,2952,8298,5725,3490,6118,7290,21635
神奈川県,秦野市,40210,11348,3333,5281,4574,26869,3950,138986,231272,237901,155496,279143,39,38,19,18,25,18,103,6428,8472,7527,4253,9254
神奈川県,厚木市,107229,5404,7595,46098,112563,64880,53713,2470,203379,201174,492269,1144071,0,0,0,0,0,21,49,46,3876,6714,9914,9081
神奈川県,大和市,5390,43516,13598,726,1763,1551,3765,3465,2372,862,1151,7673,12,17,57,10,58,20,82,32,60,38,43,38
神奈川県,伊勢原市,280,2120,30,400,600,5386,854,3730,130732,174616,149615,59443,5,3,3,1,4,6,8,7,9600,11336,10019,2971
神奈川県,海老名市,6736,7346,4833,5030,10063,2030,144,4046,102915,152272,142020,846329,0,0,0,0,9,5,4,154,2180,3175,5787,28537
神奈川県,座間市,5275,160,10090,190,90,100,104,714,649,747,2291,63412,11,5,5,4,3,4,4,10,6,17,52,34
神奈川県,南足柄市,0,8,500,1600,7740,11594,30735,32259,179555,367091,317579,2665917,0,2,1,3,14,779,2886,2726,12348,23411,17475,107596
神奈川県,綾瀬市,1000,14,20108,30,1250,2111,5926,14,163694,426733,180266,467397,2,2,4,1,2,3,27,1,1959,4534,2373,8375
神奈川県,葉山町,2000,0,1000,1000,0,590,17060,28210,17725,19602,37420,48654,1,0,1,1,0,1,5,6,101,152,593,1009
神奈川県,寒川町,0,0,0,5120,0,620,3020,8433,10345,1532799,54297,27838,0,0,0,2,0,4,3,908,1009,9342,2790,1388
神奈川県,大磯町,0,36620,3310,861,2552,1429,2658,35548,6606,10031,23278,21567,0,588,260,43,77,48,43,32,70,80,71,98
神奈川県,二宮町,3320,1044,3230,0,115,2035,7649,4146,6005,5530,16912,13913,6,5,4,0,5,4,38,106,229,262,194,111
神奈川県,中井町,0,0,0,0,0,0,0,3070,25420,43416,79229,70213,0,0,0,0,0,0,0,297,2351,3830,3209,4380
神奈川県,大井町,3503,100,7110,25,0,3000,1000,6003,73140,77680,219738,35044,2,1,4,1,0,2,1,348,4085,4527,2727,1575
神奈川県,松田町,0,605,1730,732,1152,1112,632,79205,73756,102870,89375,88025,0,2,7,5,4,4,6,4877,4413,4936,4449,5003
神奈川県,山北町,0,0,0,0,450,1200,980,951,240474,688477,526229,706716,0,0,0,0,31,104,84,42,10015,28678,22280,29366
神奈川県,開成町,1120,1170,1141,130,230,600,1350,51,101410,134014,271654,345752,3,5,4,3,4,6,4,3,4748,6523,11768,19892
神奈川県,箱根町,315,260,60,300,1800,2210,5484,537598,596817,606833,479583,1031607,4,2,1,3,7,7,17,3887,3998,3910,2618,5883
神奈川県,真鶴町,550,1784,1505,1609,3086,2510,5704,2188,10025,9421,9907,7150,14,28,27,29,57,76,416,143,356,266,223,197
神奈川県,湯河原町,0,3317,13439,2162,1850,6925,5305,69145,331265,509354,243024,267349,0,11,14,10,10,11,10,500,2652,4108,1775,1351
神奈川県,愛川町,50,0,0,0,1000,0,3000,0,5355,6540,7431,10965,1,0,0,0,1,0,2,0,412,380,390,512
神奈川県,清川村,0,0,0,0,0,0,0,0,6070,4240,23028,32257,0,0,0,0,0,0,0,0,545,381,2063,2947
新潟県,新潟県,7088,12735,9742,11705,28048,7840,9687,18667,33047,32172,37133,113006,79,126,151,210,295,519,672,1881,1781,1306,1526,2803
新潟県,新潟市,5626,2937,4388,6393,14666,12174,17432,68689,50151,32924,54768,131310,91,88,154,188,341,1022,1297,5188,4515,3008,4163,9511
新潟県,長岡市,5606,2085,5938,4540,3194,4064,10657,40114,166051,519366,839730,1888698,38,34,28,36,34,40,161,899,9037,22434,33752,73394
新潟県,三条市,11135,1132,1897,2630,4322,2634,94822,187854,386034,364269,891564,272037,8,5,7,9,18,11,6284,14273,20616,17440,31214,8187
新潟県,柏崎市,6082,12504,5009,4064,3293,14420,7110,47486,56493,88256,161473,253527,127,62,82,71,96,127,372,1622,2920,4542,8504,13532
新潟県,新発田市,4335,1242,967,727,545,758,1799,257298,445129,422254,443000,657301,15,13,14,21,23,25,84,10234,19575,14494,15272,21958
新潟県,小千谷市,2600,205,360,433,1246,1882,4643,39444,72155,163063,590925,556622,9,4,11,6,18,18,137,632,1296,2657,12377,14096
新潟県,加茂市,1300,1350,1405,1200,880,4150,1070,4850,1922,5070,14987,55733,3,3,4,3,4,4,7,6,6,4,833,1433
新潟県,十日町市,46516,30688,9178,26132,73795,62150,65426,60354,47154,59852,138106,145610,934,244,118,278,275,2490,734,721,631,740,2948,3615
新潟県,見附市,2951,3925,3200,3212,3235,3365,3200,50900,45936,16979,21565,32524,23,20,18,24,32,44,62,1143,811,282,427,950
新潟県,村上市,1326,948,835,882,3750,1055,1045,82804,207823,233861,339619,356717,30,13,9,11,7,13,21,4316,8448,10316,16408,17469
新潟県,燕市,225,115,1850,1905,2440,265,126240,585796,581087,969460,1684130,4237202,9,5,2,3,5,5,6012,20412,23435,40258,70013,131513
新潟県,糸魚川市,6135,3440,5455,5220,3835,10795,12653,40802,451762,92318,45122,34989,34,30,31,41,39,83,135,1093,18287,3258,1737,1367
新潟県,妙高市,2278,1046,1526,1532,1679,7164,4650,32092,59820,64190,42383,55109,86,87,81,92,85,282,127,1106,2378,2567,2322,3350
新潟県,五泉市,945,491,944,330,376,242,12898,135048,148045,120091,96165,88990,24,19,18,15,18,10,654,8818,8248,5682,4220,4271
新潟県,上越市,3756,3487,2726,7740,2175,25333,15286,17010,42074,14858,17697,15529,34,27,25,22,22,39,50,59,252,77,70,68
新潟県,阿賀野市,1285,919,1085,3935,3783,17568,46304,51852,32656,42081,186309,279573,19,41,68,102,163,934,3259,3384,1961,2771,8848,11474
新潟県,佐渡市,5560,7064,7489,18127,8378,12101,8945,126286,126956,93064,149915,256586,61,74,148,161,178,179,230,5108,3775,3565,7031,11827
